trip_id,stop_id,route_id,delay_sec
5673242-NVN1_A_48_NVN101_15:15-PROJET2024-NVence1-Semaine-15,3186,NVN1,120
5673242-NVN1_A_48_NVN101_15:15-PROJET2024-NVence1-Semaine-15,3018,NVN1,60
5673242-NVN1_A_48_NVN101_15:15-PROJET2024-NVence1-Semaine-15,3002,NVN1,60
5673242-NVN1_A_48_NVN101_15:15-PROJET2024-NVence1-Semaine-15,3128,NVN1,60
5673242-NVN1_A_48_NVN101_15:15-PROJET2024-NVence1-Semaine-15,3020,NVN1,300
5673242-NVN1_A_48_NVN101_15:15-PROJET2024-NVence1-Semaine-15,3108,NVN1,300
5673242-NVN1_A_48_NVN101_15:15-PROJET2024-NVence1-Semaine-15,3011,NVN1,300
5673242-NVN1_A_48_NVN101_15:15-PROJET2024-NVence1-Semaine-15,3138,NVN1,60
5673242-NVN1_A_48_NVN101_15:15-PROJET2024-NVence1-Semaine-15,3053,NVN1,60
5673242-NVN1_A_48_NVN101_15:15-PROJET2024-NVence1-Semaine-15,3012,NVN1,60
5673242-NVN1_A_48_NVN101_15:15-PROJET2024-NVence1-Semaine-15,3017,NVN1,120
6409615-57_R_99_5713_13:40-SETP2025-57-Semaine-06,148,57,0
6409615-57_R_99_5713_13:40-SETP2025-57-Semaine-06,98,57,120
6409615-57_R_99_5713_13:40-SETP2025-57-Semaine-06,86,57,60
6409615-57_R_99_5713_13:40-SETP2025-57-Semaine-06,313,57,300
6409615-57_R_99_5713_13:40-SETP2025-57-Semaine-06,1150,57,300
6416304-51_R_98_5104_14:16-PROJET2025-51-Semaine-10,1109,51,300
6416304-51_R_98_5104_14:16-PROJET2025-51-Semaine-10,1126,51,0
6416304-51_R_98_5104_14:16-PROJET2025-51-Semaine-10,1098,51,60
6416304-51_R_98_5104_14:16-PROJET2025-51-Semaine-10,83,51,300
6416304-51_R_98_5104_14:16-PROJET2025-51-Semaine-10,930,51,300
6416304-51_R_98_5104_14:16-PROJET2025-51-Semaine-10,531,51,300
6416304-51_R_98_5104_14:16-PROJET2025-51-Semaine-10,360,51,60
6416304-51_R_98_5104_14:16-PROJET2025-51-Semaine-10,1132,51,60
6416304-51_R_98_5104_14:16-PROJET2025-51-Semaine-10,535,51,300
6416304-51_R_98_5104_14:16-PROJET2025-51-Semaine-10,37,51,120
6416304-51_R_98_5104_14:16-PROJET2025-51-Semaine-10,167,51,120
6416304-51_R_98_5104_14:16-PROJET2025-51-Semaine-10,972,51,0
6416304-51_R_98_5104_14:16-PROJET2025-51-Semaine-10,951,51,60
6416304-51_R_98_5104_14:16-PROJET2025-51-Semaine-10,805,51,60
6416304-51_R_98_5104_14:16-PROJET2025-51-Semaine-10,536,51,120
6416304-51_R_98_5104_14:16-PROJET2025-51-Semaine-10,1219,51,0
6416304-51_R_98_5104_14:16-PROJET2025-51-Semaine-10,286,51,300
6416304-51_R_98_5104_14:16-PROJET2025-51-Semaine-10,284,51,120
6416304-51_R_98_5104_14:16-PROJET2025-51-Semaine-10,1570,51,60
6416304-51_R_98_5104_14:16-PROJET2025-51-Semaine-10,472,51,300
6416304-51_R_98_5104_14:16-PROJET2025-51-Semaine-10,616,51,120
6416304-51_R_98_5104_14:16-PROJET2025-51-Semaine-10,747,51,300
6416304-51_R_98_5104_14:16-PROJET2025-51-Semaine-10,183,51,0
6416304-51_R_98_5104_14:16-PROJET2025-51-Semaine-10,602,51,120
6416304-51_R_98_5104_14:16-PROJET2025-51-Semaine-10,1525,51,300
6416304-51_R_98_5104_14:16-PROJET2025-51-Semaine-10,346,51,120
6416304-51_R_98_5104_14:16-PROJET2025-51-Semaine-10,2832,51,300
6369772-42_A_5_4203_14:00-PROJET2025-42-Semaine-83,4115,42,120
6369772-42_A_5_4203_14:00-PROJET2025-42-Semaine-83,4131,42,0
6369772-42_A_5_4203_14:00-PROJET2025-42-Semaine-83,4143,42,60
6369772-42_A_5_4203_14:00-PROJET2025-42-Semaine-83,4056,42,60
6369772-42_A_5_4203_14:00-PROJET2025-42-Semaine-83,5154,42,60
6369772-42_A_5_4203_14:00-PROJET2025-42-Semaine-83,5090,42,120
6369772-42_A_5_4203_14:00-PROJET2025-42-Semaine-83,5001,42,300
6369772-42_A_5_4203_14:00-PROJET2025-42-Semaine-83,5225,42,60
6369772-42_A_5_4203_14:00-PROJET2025-42-Semaine-83,5117,42,300
6369772-42_A_5_4203_14:00-PROJET2025-42-Semaine-83,5253,42,120
6369772-42_A_5_4203_14:00-PROJET2025-42-Semaine-83,5254,42,60
6369772-42_A_5_4203_14:00-PROJET2025-42-Semaine-83,5227,42,0
6369772-42_A_5_4203_14:00-PROJET2025-42-Semaine-83,5043,42,60
6369772-42_A_5_4203_14:00-PROJET2025-42-Semaine-83,5135,42,0
6369772-42_A_5_4203_14:00-PROJET2025-42-Semaine-83,5172,42,60
6369772-42_A_5_4203_14:00-PROJET2025-42-Semaine-83,5027,42,60
6411418-70_R_99_7001_14:30-SETP2025-70-Semaine-35,1124,70,60
6411418-70_R_99_7001_14:30-SETP2025-70-Semaine-35,1125,70,300
6411418-70_R_99_7001_14:30-SETP2025-70-Semaine-35,52,70,120
6411418-70_R_99_7001_14:30-SETP2025-70-Semaine-35,1446,70,120
6411418-70_R_99_7001_14:30-SETP2025-70-Semaine-35,1092,70,120
6411418-70_R_99_7001_14:30-SETP2025-70-Semaine-35,1299,70,60
6411418-70_R_99_7001_14:30-SETP2025-70-Semaine-35,395,70,60
6411418-70_R_99_7001_14:30-SETP2025-70-Semaine-35,220,70,60
6411418-70_R_99_7001_14:30-SETP2025-70-Semaine-35,1316,70,300
6411418-70_R_99_7001_14:30-SETP2025-70-Semaine-35,1015,70,120
6411418-70_R_99_7001_14:30-SETP2025-70-Semaine-35,306,70,0
6411418-70_R_99_7001_14:30-SETP2025-70-Semaine-35,688,70,300
6411418-70_R_99_7001_14:30-SETP2025-70-Semaine-35,932,70,60
6411418-70_R_99_7001_14:30-SETP2025-70-Semaine-35,1055,70,0
6411418-70_R_99_7001_14:30-SETP2025-70-Semaine-35,2671,70,120
6411418-70_R_99_7001_14:30-SETP2025-70-Semaine-35,1037,70,300
6411418-70_R_99_7001_14:30-SETP2025-70-Semaine-35,1340,70,0
6411418-70_R_99_7001_14:30-SETP2025-70-Semaine-35,160,70,60
6261661-73_R_95_7302_17:52-PROJET2025-73-Semaine-16,5020,73,60
6412290-71_R_99_7102_14:57-PROJET2025-71-Semaine-80,1406,71,300
6412290-71_R_99_7102_14:57-PROJET2025-71-Semaine-80,1361,71,120
6412290-71_R_99_7102_14:57-PROJET2025-71-Semaine-80,1288,71,0
6412290-71_R_99_7102_14:57-PROJET2025-71-Semaine-80,538,71,60
6412290-71_R_99_7102_14:57-PROJET2025-71-Semaine-80,1558,71,300
6412290-71_R_99_7102_14:57-PROJET2025-71-Semaine-80,1550,71,0
6412290-71_R_99_7102_14:57-PROJET2025-71-Semaine-80,1572,71,0
6412290-71_R_99_7102_14:57-PROJET2025-71-Semaine-80,1551,71,60
6412290-71_R_99_7102_14:57-PROJET2025-71-Semaine-80,1564,71,60
6412290-71_R_99_7102_14:57-PROJET2025-71-Semaine-80,1567,71,0
6412290-71_R_99_7102_14:57-PROJET2025-71-Semaine-80,1559,71,60
6412290-71_R_99_7102_14:57-PROJET2025-71-Semaine-80,1555,71,0
6412290-71_R_99_7102_14:57-PROJET2025-71-Semaine-80,761,71,300
6412290-71_R_99_7102_14:57-PROJET2025-71-Semaine-80,1318,71,0
6412290-71_R_99_7102_14:57-PROJET2025-71-Semaine-80,1297,71,300
6412290-71_R_99_7102_14:57-PROJET2025-71-Semaine-80,458,71,120
6412290-71_R_99_7102_14:57-PROJET2025-71-Semaine-80,459,71,120
6420777-81_R_98_8102_15:20-SETP2025-81-Semaine-40,447,81,120
6420777-81_R_98_8102_15:20-SETP2025-81-Semaine-40,1593,81,60
6420777-81_R_98_8102_15:20-SETP2025-81-Semaine-40,1054,81,0
6420777-81_R_98_8102_15:20-SETP2025-81-Semaine-40,908,81,300
6420777-81_R_98_8102_15:20-SETP2025-81-Semaine-40,233,81,0
6420777-81_R_98_8102_15:20-SETP2025-81-Semaine-40,2665,81,300
6420777-81_R_98_8102_15:20-SETP2025-81-Semaine-40,1185,81,120
6420777-81_R_98_8102_15:20-SETP2025-81-Semaine-40,7129,81,300
6420777-81_R_98_8102_15:20-SETP2025-81-Semaine-40,7044,81,300
6420777-81_R_98_8102_15:20-SETP2025-81-Semaine-40,7175,81,120
6420777-81_R_98_8102_15:20-SETP2025-81-Semaine-40,7167,81,120
6420777-81_R_98_8102_15:20-SETP2025-81-Semaine-40,7281,81,0
6420777-81_R_98_8102_15:20-SETP2025-81-Semaine-40,7269,81,120
6420777-81_R_98_8102_15:20-SETP2025-81-Semaine-40,7109,81,300
6420777-81_R_98_8102_15:20-SETP2025-81-Semaine-40,20294,81,0
6420777-81_R_98_8102_15:20-SETP2025-81-Semaine-40,7307,81,300
6420777-81_R_98_8102_15:20-SETP2025-81-Semaine-40,21759,81,60
6420777-81_R_98_8102_15:20-SETP2025-81-Semaine-40,20296,81,60
6420777-81_R_98_8102_15:20-SETP2025-81-Semaine-40,20297,81,300
6420777-81_R_98_8102_15:20-SETP2025-81-Semaine-40,20298,81,120
6420777-81_R_98_8102_15:20-SETP2025-81-Semaine-40,20352,81,60
6420777-81_R_98_8102_15:20-SETP2025-81-Semaine-40,21760,81,0
6420777-81_R_98_8102_15:20-SETP2025-81-Semaine-40,21761,81,60
6420777-81_R_98_8102_15:20-SETP2025-81-Semaine-40,20300,81,120
6420777-81_R_98_8102_15:20-SETP2025-81-Semaine-40,20301,81,120
6428452-61_A_50_6103_15:30-PROJET2025-61-Semaine-24,2831,61,60
6428452-61_A_50_6103_15:30-PROJET2025-61-Semaine-24,412,61,0
6428452-61_A_50_6103_15:30-PROJET2025-61-Semaine-24,969,61,300
6428452-61_A_50_6103_15:30-PROJET2025-61-Semaine-24,296,61,120
6428452-61_A_50_6103_15:30-PROJET2025-61-Semaine-24,1222,61,120
6428452-61_A_50_6103_15:30-PROJET2025-61-Semaine-24,858,61,120
6428452-61_A_50_6103_15:30-PROJET2025-61-Semaine-24,2773,61,300
6428452-61_A_50_6103_15:30-PROJET2025-61-Semaine-24,424,61,300
6428452-61_A_50_6103_15:30-PROJET2025-61-Semaine-24,292,61,300
6428452-61_A_50_6103_15:30-PROJET2025-61-Semaine-24,78,61,0
6428452-61_A_50_6103_15:30-PROJET2025-61-Semaine-24,1052,61,60
6428452-61_A_50_6103_15:30-PROJET2025-61-Semaine-24,351,61,60
6428452-61_A_50_6103_15:30-PROJET2025-61-Semaine-24,744,61,120
6428452-61_A_50_6103_15:30-PROJET2025-61-Semaine-24,366,61,120
6428452-61_A_50_6103_15:30-PROJET2025-61-Semaine-24,951,61,120
6428452-61_A_50_6103_15:30-PROJET2025-61-Semaine-24,1049,61,300
6428452-61_A_50_6103_15:30-PROJET2025-61-Semaine-24,76,61,60
6428452-61_A_50_6103_15:30-PROJET2025-61-Semaine-24,262,61,120
6428452-61_A_50_6103_15:30-PROJET2025-61-Semaine-24,238,61,300
6428452-61_A_50_6103_15:30-PROJET2025-61-Semaine-24,1291,61,120
6428452-61_A_50_6103_15:30-PROJET2025-61-Semaine-24,994,61,120
6428452-61_A_50_6103_15:30-PROJET2025-61-Semaine-24,1408,61,60
6428452-61_A_50_6103_15:30-PROJET2025-61-Semaine-24,158,61,0
6428452-61_A_50_6103_15:30-PROJET2025-61-Semaine-24,2921,61,0
6428452-61_A_50_6103_15:30-PROJET2025-61-Semaine-24,1225,61,0
6428452-61_A_50_6103_15:30-PROJET2025-61-Semaine-24,636,61,300
6428452-61_A_50_6103_15:30-PROJET2025-61-Semaine-24,355,61,300
6428452-61_A_50_6103_15:30-PROJET2025-61-Semaine-24,2545,61,0
6428452-61_A_50_6103_15:30-PROJET2025-61-Semaine-24,611,61,0
6428452-61_A_50_6103_15:30-PROJET2025-61-Semaine-24,432,61,120
6428452-61_A_50_6103_15:30-PROJET2025-61-Semaine-24,1323,61,60
6428452-61_A_50_6103_15:30-PROJET2025-61-Semaine-24,670,61,60
6428452-61_A_50_6103_15:30-PROJET2025-61-Semaine-24,1319,61,120
6428452-61_A_50_6103_15:30-PROJET2025-61-Semaine-24,266,61,300
6428452-61_A_50_6103_15:30-PROJET2025-61-Semaine-24,1162,61,300
6428452-61_A_50_6103_15:30-PROJET2025-61-Semaine-24,145,61,60
6428452-61_A_50_6103_15:30-PROJET2025-61-Semaine-24,2829,61,0
6446553-05_A_99_0505_15:00-SETP2025-05-L-Ma-J-V-38,1434,05,0
6446553-05_A_99_0505_15:00-SETP2025-05-L-Ma-J-V-38,1179,05,0
6446553-05_A_99_0505_15:00-SETP2025-05-L-Ma-J-V-38,14,05,120
6446553-05_A_99_0505_15:00-SETP2025-05-L-Ma-J-V-38,1381,05,120
6446553-05_A_99_0505_15:00-SETP2025-05-L-Ma-J-V-38,312,05,300
6446553-05_A_99_0505_15:00-SETP2025-05-L-Ma-J-V-38,1031,05,60
6446553-05_A_99_0505_15:00-SETP2025-05-L-Ma-J-V-38,321,05,120
6446553-05_A_99_0505_15:00-SETP2025-05-L-Ma-J-V-38,1159,05,300
6446553-05_A_99_0505_15:00-SETP2025-05-L-Ma-J-V-38,965,05,120
6446553-05_A_99_0505_15:00-SETP2025-05-L-Ma-J-V-38,1163,05,300
6446553-05_A_99_0505_15:00-SETP2025-05-L-Ma-J-V-38,728,05,60
6446553-05_A_99_0505_15:00-SETP2025-05-L-Ma-J-V-38,377,05,0
6446553-05_A_99_0505_15:00-SETP2025-05-L-Ma-J-V-38,1103,05,60
6446553-05_A_99_0505_15:00-SETP2025-05-L-Ma-J-V-38,1355,05,0
6446553-05_A_99_0505_15:00-SETP2025-05-L-Ma-J-V-38,44,05,300
6446553-05_A_99_0505_15:00-SETP2025-05-L-Ma-J-V-38,68,05,0
6446553-05_A_99_0505_15:00-SETP2025-05-L-Ma-J-V-38,1210,05,300
6446553-05_A_99_0505_15:00-SETP2025-05-L-Ma-J-V-38,206,05,0
6446553-05_A_99_0505_15:00-SETP2025-05-L-Ma-J-V-38,298,05,300
6446553-05_A_99_0505_15:00-SETP2025-05-L-Ma-J-V-38,1519,05,0
6424105-16_A_50_1604_15:37-SETP2025-16-Semaine-35,376,16,120
6424105-16_A_50_1604_15:37-SETP2025-16-Semaine-35,1022,16,120
6424105-16_A_50_1604_15:37-SETP2025-16-Semaine-35,1597,16,120
6424105-16_A_50_1604_15:37-SETP2025-16-Semaine-35,748,16,60
6424105-16_A_50_1604_15:37-SETP2025-16-Semaine-35,792,16,300
6424105-16_A_50_1604_15:37-SETP2025-16-Semaine-35,1327,16,300
6424105-16_A_50_1604_15:37-SETP2025-16-Semaine-35,1344,16,300
6424105-16_A_50_1604_15:37-SETP2025-16-Semaine-35,1112,16,60
6424105-16_A_50_1604_15:37-SETP2025-16-Semaine-35,1242,16,120
6424105-16_A_50_1604_15:37-SETP2025-16-Semaine-35,1255,16,300
6424105-16_A_50_1604_15:37-SETP2025-16-Semaine-35,482,16,120
6424105-16_A_50_1604_15:37-SETP2025-16-Semaine-35,706,16,120
6424105-16_A_50_1604_15:37-SETP2025-16-Semaine-35,1247,16,120
6424105-16_A_50_1604_15:37-SETP2025-16-Semaine-35,573,16,300
6424105-16_A_50_1604_15:37-SETP2025-16-Semaine-35,334,16,0
6424105-16_A_50_1604_15:37-SETP2025-16-Semaine-35,1039,16,120
6424105-16_A_50_1604_15:37-SETP2025-16-Semaine-35,260,16,300
6416358-51_A_49_5101_15:11-PROJET2025-51-Semaine-10,2832,51,60
6416358-51_A_49_5101_15:11-PROJET2025-51-Semaine-10,746,51,0
6416358-51_A_49_5101_15:11-PROJET2025-51-Semaine-10,617,51,60
6416358-51_A_49_5101_15:11-PROJET2025-51-Semaine-10,473,51,0
6416358-51_A_49_5101_15:11-PROJET2025-51-Semaine-10,254,51,120
6416358-51_A_49_5101_15:11-PROJET2025-51-Semaine-10,1568,51,120
6416358-51_A_49_5101_15:11-PROJET2025-51-Semaine-10,1220,51,300
6416358-51_A_49_5101_15:11-PROJET2025-51-Semaine-10,533,51,60
6416358-51_A_49_5101_15:11-PROJET2025-51-Semaine-10,804,51,300
6416358-51_A_49_5101_15:11-PROJET2025-51-Semaine-10,950,51,120
6416358-51_A_49_5101_15:11-PROJET2025-51-Semaine-10,971,51,0
6416358-51_A_49_5101_15:11-PROJET2025-51-Semaine-10,166,51,0
6416358-51_A_49_5101_15:11-PROJET2025-51-Semaine-10,36,51,60
6416358-51_A_49_5101_15:11-PROJET2025-51-Semaine-10,534,51,0
6416358-51_A_49_5101_15:11-PROJET2025-51-Semaine-10,1133,51,120
6416358-51_A_49_5101_15:11-PROJET2025-51-Semaine-10,359,51,120
6416358-51_A_49_5101_15:11-PROJET2025-51-Semaine-10,532,51,300
6416358-51_A_49_5101_15:11-PROJET2025-51-Semaine-10,931,51,300
6416358-51_A_49_5101_15:11-PROJET2025-51-Semaine-10,82,51,300
6416358-51_A_49_5101_15:11-PROJET2025-51-Semaine-10,1099,51,0
6416358-51_A_49_5101_15:11-PROJET2025-51-Semaine-10,1127,51,0
6416358-51_A_49_5101_15:11-PROJET2025-51-Semaine-10,1110,51,60
6416358-51_A_49_5101_15:11-PROJET2025-51-Semaine-10,35,51,60
6416358-51_A_49_5101_15:11-PROJET2025-51-Semaine-10,416,51,300
6416358-51_A_49_5101_15:11-PROJET2025-51-Semaine-10,375,51,60
6253092-14_A_50_1403_14:34-SETP2025-14-L-Ma-J-V-38,7233,14,300
6253092-14_A_50_1403_14:34-SETP2025-14-L-Ma-J-V-38,7153,14,60
6253092-14_A_50_1403_14:34-SETP2025-14-L-Ma-J-V-38,7104,14,120
6253092-14_A_50_1403_14:34-SETP2025-14-L-Ma-J-V-38,7055,14,120
6253092-14_A_50_1403_14:34-SETP2025-14-L-Ma-J-V-38,7174,14,60
6253092-14_A_50_1403_14:34-SETP2025-14-L-Ma-J-V-38,7043,14,120
6253092-14_A_50_1403_14:34-SETP2025-14-L-Ma-J-V-38,7128,14,0
6253092-14_A_50_1403_14:34-SETP2025-14-L-Ma-J-V-38,7155,14,0
6253092-14_A_50_1403_14:34-SETP2025-14-L-Ma-J-V-38,7161,14,120
6253092-14_A_50_1403_14:34-SETP2025-14-L-Ma-J-V-38,134,14,300
6253092-14_A_50_1403_14:34-SETP2025-14-L-Ma-J-V-38,568,14,120
6253092-14_A_50_1403_14:34-SETP2025-14-L-Ma-J-V-38,654,14,300
6253092-14_A_50_1403_14:34-SETP2025-14-L-Ma-J-V-38,1008,14,60
6253092-14_A_50_1403_14:34-SETP2025-14-L-Ma-J-V-38,774,14,300
6253092-14_A_50_1403_14:34-SETP2025-14-L-Ma-J-V-38,25,14,300
6253092-14_A_50_1403_14:34-SETP2025-14-L-Ma-J-V-38,248,14,300
6253092-14_A_50_1403_14:34-SETP2025-14-L-Ma-J-V-38,1,14,300
6253092-14_A_50_1403_14:34-SETP2025-14-L-Ma-J-V-38,557,14,60
